ticker,entry_date,return_pct,duration_days,rsi_at_entry,atr_pct_at_entry,dist_atr_at_entry,weekday,month
ASC,2023-01-23,6.226545389241667,1,38.7045787263151,5.4554216756558365,2.67160417338202,Monday,1
ASC,2023-03-13,-12.377017929193066,29,34.122292845732574,5.4206003088172,3.717149201928628,Monday,3
ASC,2026-03-13,12.177635911346604,11,37.00787672233434,4.450142095168089,2.0755655417001075,Friday,3
ASC,2026-05-27,-10.139175667450704,29,39.62264004674391,4.058903071341892,5.004411174628464,Wednesday,5
ASC,2026-06-26,-5.023211297710448,3,37.686555845885266,5.346245620991744,0.5811820536644052,Friday,6
ASPN,2024-01-16,18.3690771459066,28,28.808867686061063,7.992359286229377,3.402464796501695,Tuesday,1
ASPN,2024-03-14,11.776869525981375,13,38.194450441021864,7.812635159727571,3.734527067138433,Thursday,3
ASPN,2024-04-17,8.185768552984293,6,23.36448215649078,5.7012172607410445,3.16040157914819,Wednesday,4
ASPN,2024-06-21,-7.194582315181662,31,34.97409758499177,6.948658416862101,4.3584820984768236,Friday,6
ASPN,2024-07-26,-10.285146849496021,7,38.54084006811233,6.952299939117316,0.9309697702624223,Friday,7
ASPN,2024-09-09,18.998850620716848,10,15.8018791715227,8.822195101088088,0.5279514842460588,Monday,9
ASPN,2025-11-04,-42.99443531704001,2,33.601615663498876,7.626229446621956,0.9332649950632552,Tuesday,11
ASTH,2022-08-16,-9.624528151145817,10,33.37819750573719,5.834904956307067,0.9600291481336686,Tuesday,8
ASTH,2023-04-28,-3.971936007677116,6,39.08339422602861,4.9959917288567075,0.6092618264982701,Friday,4
ASTH,2024-01-17,6.051510310626113,5,27.373051659959543,4.039834107994024,1.0184060926668308,Wednesday,1
ASTH,2024-04-17,8.809960898078234,28,27.239273634985224,4.40283173871592,0.8105156802217701,Wednesday,4
ASX,2026-03-06,6.564054652760956,31,34.510879076876776,4.565261750508513,6.227793076198312,Friday,3
ATAI,2023-08-04,-7.599999299881949,3,27.777763440276573,6.691473291286648,0.5274025270321603,Friday,8
ATAI,2024-03-18,15.801949086210795,10,37.20930342611298,9.988066008207511,0.9436408733583166,Monday,3
ATAI,2025-06-23,13.029332161816818,4,34.4370896423336,10.006174393228122,1.7609588332648385,Monday,6
ATAI,2025-11-05,-1.9839268625466902,29,38.636360065226086,10.160036853885746,2.309248894594085,Wednesday,11
AUR,2023-09-21,-21.71131066436729,12,39.8104241876137,10.44965954504239,1.9436249628711977,Thursday,9
AUR,2024-01-31,8.027550459617588,8,33.85826675201561,7.722009248133702,0.5796459479864088,Wednesday,1
AUR,2024-08-07,22.549132604742475,16,22.777787166791285,11.631850165664058,0.8540808383641564,Wednesday,8
AUR,2024-11-05,16.14946659318342,13,38.20861668326659,10.590222153057342,2.3308329516192163,Tuesday,11
AUR,2025-01-02,48.112300522793326,5,34.98818661534966,9.324962765678027,2.2335018151680495,Thursday,1
AUR,2026-06-05,14.745420949353319,26,30.978258568650674,8.490113887600828,2.6882513059309043,Friday,6
AURA,2023-07-07,6.03193775918026,6,34.39491804025488,4.482324558145253,1.6495481593745076,Friday,7
AURA,2023-07-19,3.795148989794541,5,35.6223152745322,4.0047844540813164,2.0527905196295455,Wednesday,7
AURA,2023-07-24,3.4827938592243717,3,37.5912427162849,4.38438727596543,1.7415560918722848,Monday,7
AURA,2023-08-02,4.781736948524128,6,32.23684856119482,4.482430883385715,1.1247456736960948,Wednesday,8
AURA,2024-10-07,8.504212562571427,7,27.380951327782554,6.4187878401385525,0.8165413432318582,Monday,10
AURA,2024-11-14,-15.129896531600432,20,36.23188591403983,5.959197048050643,2.5416917430790402,Thursday,11
AURA,2026-06-01,-15.066900736895782,9,22.527502440799438,5.641487593458602,2.2990153330019556,Monday,6
AVBP,2024-09-23,13.337689378494144,10,35.23725700855984,7.690164140860784,1.5082055852842975,Monday,9
AVBP,2024-11-14,-5.03846372305081,29,39.96655652173736,6.739983302332554,2.919530594900525,Thursday,11
AVBP,2024-12-18,8.122413427586162,16,33.06369442093853,5.925901265781701,0.99058072050049,Wednesday,12
AVBP,2026-03-24,-4.478179958467589,6,26.113995375385485,6.786346782678147,0.5544434535543763,Tuesday,3
AVBP,2026-05-14,5.238784783022329,15,33.81876096086266,5.643111817146611,3.243664834140499,Thursday,5
AVNS,2026-03-06,3.859141937092648,31,31.9101153413538,4.265921991151083,2.1346134675512083,Friday,3
AVNT,2023-03-16,7.626061508767504,18,33.27814440201746,4.185038365870771,0.8636056881684842,Thursday,3
AVNT,2026-03-06,-6.5068908507629715,7,10.103614507377415,4.046170428399975,1.5617312516787578,Friday,3
AVR,2026-01-09,10.767039057258392,7,32.57576410784601,9.042258698027142,0.6441877692140806,Friday,1
AVR,2026-03-20,11.226063494189518,24,31.1111133045454,7.371783252282764,1.4791760622780108,Friday,3
AVTX,2022-11-21,6.360037773854234,29,14.893607810740107,6.906600623145233,1.2292122325270534,Monday,11
AVTX,2024-07-26,-19.591332571440663,20,31.737745406078275,7.83962183243484,1.9799879642481786,Friday,7
AVTX,2025-11-13,12.535050204836034,4,26.64473523284768,9.296832697205236,4.476092719868988,Thursday,11
